timestamp,date,time,weekday,rank,summary,distance_km,duration_min,traffic_min,delay_min
2026-05-07T16:12:59.737422,2026-05-07,16:12,Thursday,2,Bermuda Rd,14.49,21.6,23.2,1.6
2026-05-07T16:12:59.737422,2026-05-07,16:12,Thursday,3,S Eastern Ave,13.57,23.1,25.1,2.1
2026-05-07T16:18:00.386867,2026-05-07,16:18,Thursday,1,S Maryland Pkwy,13.1,19.8,21.9,2.0
2026-05-07T16:18:00.386867,2026-05-07,16:18,Thursday,2,Bermuda Rd,14.49,21.6,23.1,1.5
2026-05-07T16:18:00.386867,2026-05-07,16:18,Thursday,3,S Eastern Ave,13.57,23.1,24.5,1.4
2026-05-07T16:23:00.865161,2026-05-07,16:23,Thursday,1,S Maryland Pkwy,13.1,19.8,21.7,1.9
2026-05-07T16:23:00.865161,2026-05-07,16:23,Thursday,2,Bermuda Rd,14.49,21.6,23.0,1.4
2026-05-07T16:23:00.865161,2026-05-07,16:23,Thursday,3,S Eastern Ave,13.57,23.1,25.1,2.1
2026-05-08T07:02:45.425021,2026-05-08,07:02,Friday,1,S Maryland Pkwy,13.1,19.8,19.8,-0.1
2026-05-08T07:02:45.425021,2026-05-08,07:02,Friday,2,S Spencer St,12.65,19.9,20.4,0.5
2026-05-08T07:02:45.425021,2026-05-08,07:02,Friday,3,S Eastern Ave,13.07,23.1,21.3,-1.9
2026-05-08T07:07:46.110728,2026-05-08,07:07,Friday,1,S Maryland Pkwy,13.1,19.8,19.6,-0.2
2026-05-08T07:07:46.110728,2026-05-08,07:07,Friday,2,S Spencer St,12.65,19.9,19.7,-0.2
2026-05-08T07:07:46.110728,2026-05-08,07:07,Friday,3,S Eastern Ave,13.07,23.1,21.2,-1.9
2026-05-08T07:12:46.645169,2026-05-08,07:12,Friday,1,S Maryland Pkwy,13.1,19.8,19.6,-0.2
2026-05-08T07:12:46.645169,2026-05-08,07:12,Friday,2,S Spencer St,12.65,19.9,19.8,-0.1
2026-05-08T07:12:46.645169,2026-05-08,07:12,Friday,3,S Eastern Ave,13.07,23.1,21.4,-1.8
2026-05-08T07:17:47.255717,2026-05-08,07:17,Friday,1,S Spencer St,12.65,19.9,19.5,-0.4
2026-05-08T07:17:47.255717,2026-05-08,07:17,Friday,2,S Maryland Pkwy,13.1,19.8,19.6,-0.3
2026-05-08T07:17:47.255717,2026-05-08,07:17,Friday,3,S Eastern Ave,13.56,22.9,21.2,-1.8
2026-05-08T07:22:47.744804,2026-05-08,07:22,Friday,1,S Maryland Pkwy,13.1,19.8,19.7,-0.1
2026-05-08T07:22:47.744804,2026-05-08,07:22,Friday,2,S Spencer St,12.65,19.9,19.8,-0.1
2026-05-08T07:22:47.744804,2026-05-08,07:22,Friday,3,S Eastern Ave,13.07,23.1,21.8,-1.4
2026-05-08T07:27:48.294840,2026-05-08,07:27,Friday,1,S Spencer St,12.65,19.9,19.7,-0.2
2026-05-08T07:27:48.294840,2026-05-08,07:27,Friday,2,S Maryland Pkwy,13.1,19.8,19.7,-0.1
2026-05-08T07:27:48.294840,2026-05-08,07:27,Friday,3,S Eastern Ave,13.07,23.1,22.1,-1.1
2026-05-08T07:32:48.729312,2026-05-08,07:32,Friday,1,S Spencer St,12.65,19.9,19.9,-0.0
2026-05-08T07:32:48.729312,2026-05-08,07:32,Friday,2,S Maryland Pkwy,13.1,19.8,20.0,0.2
2026-05-08T07:32:48.729312,2026-05-08,07:32,Friday,3,S Eastern Ave,13.07,23.1,22.3,-0.8
2026-05-08T07:37:49.314094,2026-05-08,07:37,Friday,1,S Spencer St,12.65,19.9,20.1,0.3
2026-05-08T07:37:49.314094,2026-05-08,07:37,Friday,2,S Maryland Pkwy,13.1,19.8,20.3,0.5
2026-05-08T07:37:49.314094,2026-05-08,07:37,Friday,3,S Eastern Ave,13.07,23.1,22.4,-0.7
2026-05-08T07:42:49.825009,2026-05-08,07:42,Friday,1,S Spencer St,12.65,19.9,20.1,0.2
2026-05-08T07:42:49.825009,2026-05-08,07:42,Friday,2,S Maryland Pkwy,13.1,19.8,20.4,0.6
2026-05-08T07:42:49.825009,2026-05-08,07:42,Friday,3,S Eastern Ave,13.07,23.1,22.7,-0.5
2026-05-08T07:47:50.401176,2026-05-08,07:47,Friday,1,S Spencer St,12.65,19.9,20.4,0.5
2026-05-08T07:47:50.401176,2026-05-08,07:47,Friday,2,S Maryland Pkwy,13.1,19.8,20.4,0.6
2026-05-08T07:47:50.401176,2026-05-08,07:47,Friday,3,S Eastern Ave,13.57,23.1,22.1,-1.0
2026-05-08T07:52:50.903222,2026-05-08,07:52,Friday,1,S Spencer St,12.65,19.9,20.1,0.2
2026-05-08T07:52:50.903222,2026-05-08,07:52,Friday,2,S Maryland Pkwy,13.1,19.8,20.3,0.5
2026-05-08T07:52:50.903222,2026-05-08,07:52,Friday,3,S Eastern Ave,13.56,22.9,21.9,-1.0
2026-05-08T07:57:51.502367,2026-05-08,07:57,Friday,1,S Spencer St,12.65,19.9,20.3,0.4
2026-05-08T07:57:51.502367,2026-05-08,07:57,Friday,2,S Maryland Pkwy,13.1,19.8,20.3,0.5
2026-05-08T07:57:51.502367,2026-05-08,07:57,Friday,3,S Eastern Ave,13.56,22.9,22.1,-0.8
2026-05-08T08:02:51.949609,2026-05-08,08:02,Friday,1,S Spencer St,12.65,19.9,20.1,0.2
2026-05-08T08:02:51.949609,2026-05-08,08:02,Friday,2,S Maryland Pkwy,13.1,19.8,20.1,0.3
2026-05-08T08:02:51.949609,2026-05-08,08:02,Friday,3,S Eastern Ave,13.56,22.9,21.7,-1.2
2026-05-08T08:07:52.648104,2026-05-08,08:07,Friday,1,S Spencer St,12.65,19.9,19.9,0.1
2026-05-08T08:07:52.648104,2026-05-08,08:07,Friday,2,S Maryland Pkwy,13.1,19.8,20.0,0.2
2026-05-08T08:07:52.648104,2026-05-08,08:07,Friday,3,S Eastern Ave,13.56,22.9,21.8,-1.1
2026-05-08T08:12:53.168721,2026-05-08,08:12,Friday,1,S Spencer St,12.65,19.9,20.0,0.1
2026-05-08T08:12:53.168721,2026-05-08,08:12,Friday,2,S Maryland Pkwy,13.1,19.8,20.2,0.4
2026-05-08T08:12:53.168721,2026-05-08,08:12,Friday,3,S Eastern Ave,13.56,22.9,21.8,-1.2
2026-05-08T08:17:53.756451,2026-05-08,08:17,Friday,1,S Spencer St,12.65,19.9,20.0,0.1
2026-05-08T08:17:53.756451,2026-05-08,08:17,Friday,2,S Maryland Pkwy,13.1,19.8,20.4,0.6
2026-05-08T08:17:53.756451,2026-05-08,08:17,Friday,3,S Eastern Ave,13.56,22.9,21.8,-1.1
2026-05-08T08:22:54.322751,2026-05-08,08:22,Friday,1,S Spencer St,12.65,19.9,20.1,0.2
2026-05-08T08:22:54.322751,2026-05-08,08:22,Friday,2,S Eastern Ave,13.56,22.9,21.9,-1.0
2026-05-08T08:22:54.322751,2026-05-08,08:22,Friday,3,I-15 S,27.18,24.6,25.9,1.2
2026-05-08T08:27:54.886009,2026-05-08,08:27,Friday,1,S Spencer St,12.65,19.9,19.9,0.1
2026-05-08T08:27:54.886009,2026-05-08,08:27,Friday,2,S Eastern Ave,13.56,22.9,22.0,-0.9
2026-05-08T08:27:54.886009,2026-05-08,08:27,Friday,3,I-15 S,27.18,24.6,25.6,1.0
2026-05-08T08:32:55.490168,2026-05-08,08:32,Friday,1,S Spencer St,12.65,19.9,20.1,0.2
2026-05-08T08:32:55.490168,2026-05-08,08:32,Friday,2,S Maryland Pkwy,13.1,19.8,20.9,1.1
2026-05-08T08:32:55.490168,2026-05-08,08:32,Friday,3,S Eastern Ave,13.56,22.9,21.9,-1.0
2026-05-08T08:37:56.046327,2026-05-08,08:37,Friday,1,S Spencer St,12.65,19.9,20.0,0.2
2026-05-08T08:37:56.046327,2026-05-08,08:37,Friday,2,S Eastern Ave,13.56,22.9,22.1,-0.8
2026-05-08T08:37:56.046327,2026-05-08,08:37,Friday,3,I-15 S,27.18,24.6,26.0,1.4
2026-05-08T08:42:56.619896,2026-05-08,08:42,Friday,1,S Spencer St,12.65,19.9,20.4,0.5
2026-05-08T08:42:56.619896,2026-05-08,08:42,Friday,2,S Eastern Ave,13.56,22.9,22.3,-0.6
2026-05-08T08:42:56.619896,2026-05-08,08:42,Friday,3,I-15 S,27.18,24.6,25.8,1.2
2026-05-08T08:47:57.093434,2026-05-08,08:47,Friday,1,S Spencer St,12.65,19.9,20.6,0.8
2026-05-08T08:47:57.093434,2026-05-08,08:47,Friday,2,S Eastern Ave,13.56,22.9,22.1,-0.8
2026-05-08T08:47:57.093434,2026-05-08,08:47,Friday,3,I-15 S,27.18,24.6,25.9,1.2
2026-05-08T08:52:57.699355,2026-05-08,08:52,Friday,1,S Spencer St,12.65,19.9,20.8,1.0
2026-05-08T08:52:57.699355,2026-05-08,08:52,Friday,2,S Eastern Ave,13.56,22.9,22.4,-0.6
2026-05-08T08:52:57.699355,2026-05-08,08:52,Friday,3,I-15 S,27.18,24.6,26.0,1.3
2026-05-08T08:57:58.148661,2026-05-08,08:57,Friday,1,S Spencer St,12.65,19.9,20.4,0.6
2026-05-08T08:57:58.148661,2026-05-08,08:57,Friday,2,S Eastern Ave,13.56,22.9,22.4,-0.6
2026-05-08T08:57:58.148661,2026-05-08,08:57,Friday,3,I-15 S,27.18,24.6,26.2,1.5
2026-05-08T09:02:59.149156,2026-05-08,09:02,Friday,1,S Spencer St,12.65,19.9,20.4,0.5
2026-05-08T09:02:59.149156,2026-05-08,09:02,Friday,2,S Eastern Ave,13.56,22.9,22.1,-0.9
2026-05-08T09:02:59.149156,2026-05-08,09:02,Friday,3,I-15 S,27.18,24.6,26.1,1.5
2026-05-08T09:07:59.648092,2026-05-08,09:07,Friday,1,S Spencer St,12.65,19.9,20.6,0.8
2026-05-08T09:07:59.648092,2026-05-08,09:07,Friday,2,S Eastern Ave,13.56,22.9,22.3,-0.7
2026-05-08T09:07:59.648092,2026-05-08,09:07,Friday,3,Bermuda Rd,14.49,21.6,22.6,1.1
2026-05-08T09:13:00.249727,2026-05-08,09:13,Friday,1,S Spencer St,12.65,19.9,20.5,0.7
2026-05-08T09:13:00.249727,2026-05-08,09:13,Friday,2,S Eastern Ave,13.56,22.9,22.0,-0.9
2026-05-08T09:13:00.249727,2026-05-08,09:13,Friday,3,I-15 S,27.18,24.6,25.9,1.3
2026-05-08T09:18:00.759507,2026-05-08,09:18,Friday,1,S Maryland Pkwy,13.1,19.8,20.5,0.7
2026-05-08T09:18:00.759507,2026-05-08,09:18,Friday,2,S Spencer St,12.65,19.9,20.6,0.7
2026-05-08T09:18:00.759507,2026-05-08,09:18,Friday,3,S Eastern Ave,13.56,22.9,22.3,-0.7
2026-05-08T09:23:01.409863,2026-05-08,09:23,Friday,1,S Spencer St,12.65,19.9,20.5,0.7
2026-05-08T09:23:01.409863,2026-05-08,09:23,Friday,2,S Eastern Ave,13.56,22.9,21.9,-1.1
2026-05-08T09:23:01.409863,2026-05-08,09:23,Friday,3,I-15 S,27.18,24.6,25.7,1.0
2026-05-08T09:28:01.864673,2026-05-08,09:28,Friday,1,S Spencer St,12.65,19.9,20.6,0.7
2026-05-08T09:28:01.864673,2026-05-08,09:28,Friday,2,S Maryland Pkwy,13.1,19.8,20.7,0.8
2026-05-08T09:28:01.864673,2026-05-08,09:28,Friday,3,S Eastern Ave,13.56,22.9,22.2,-0.8
2026-05-08T09:33:02.438781,2026-05-08,09:33,Friday,1,S Spencer St,12.65,19.9,20.5,0.6
2026-05-08T09:33:02.438781,2026-05-08,09:33,Friday,2,S Maryland Pkwy,13.1,19.8,20.5,0.7
2026-05-08T09:33:02.438781,2026-05-08,09:33,Friday,3,St Rose Pkwy,13.48,22.1,23.9,1.9
2026-05-08T09:38:02.915532,2026-05-08,09:38,Friday,1,S Maryland Pkwy,13.1,19.8,20.5,0.7
2026-05-08T09:38:02.915532,2026-05-08,09:38,Friday,2,S Spencer St,12.65,19.9,20.6,0.8
2026-05-08T09:38:02.915532,2026-05-08,09:38,Friday,3,S Eastern Ave,13.56,22.9,22.5,-0.5
2026-05-08T09:43:03.412556,2026-05-08,09:43,Friday,1,S Spencer St,12.65,19.9,20.6,0.7
2026-05-08T09:43:03.412556,2026-05-08,09:43,Friday,2,S Maryland Pkwy,13.1,19.8,20.6,0.8
2026-05-08T09:43:03.412556,2026-05-08,09:43,Friday,3,S Eastern Ave,13.56,22.9,22.4,-0.5
2026-05-08T09:48:03.877507,2026-05-08,09:48,Friday,1,S Spencer St,12.65,19.9,20.4,0.6
2026-05-08T09:48:03.877507,2026-05-08,09:48,Friday,2,S Maryland Pkwy,13.1,19.8,20.5,0.7
2026-05-08T09:48:03.877507,2026-05-08,09:48,Friday,3,S Eastern Ave,13.56,22.9,22.4,-0.6
2026-05-08T09:53:04.426865,2026-05-08,09:53,Friday,1,S Spencer St,12.65,19.9,20.5,0.7
2026-05-08T09:53:04.426865,2026-05-08,09:53,Friday,2,S Maryland Pkwy,13.1,19.8,20.8,0.9
2026-05-08T09:53:04.426865,2026-05-08,09:53,Friday,3,S Eastern Ave,13.56,22.9,22.4,-0.6
2026-05-08T09:58:05.004467,2026-05-08,09:58,Friday,1,S Spencer St,12.65,19.9,20.5,0.6
2026-05-08T09:58:05.004467,2026-05-08,09:58,Friday,2,S Eastern Ave,13.56,22.9,22.6,-0.4
2026-05-08T09:58:05.004467,2026-05-08,09:58,Friday,3,I-15 S,27.18,24.6,25.5,0.8
2026-05-08T14:33:12.406597,2026-05-08,14:33,Friday,1,S Maryland Pkwy,13.1,19.8,22.1,2.3
2026-05-08T14:33:12.406597,2026-05-08,14:33,Friday,2,Bermuda Rd,14.49,21.6,23.0,1.4
2026-05-08T14:33:12.406597,2026-05-08,14:33,Friday,3,S Eastern Ave,13.57,23.1,25.0,1.9
2026-05-08T14:38:12.979241,2026-05-08,14:38,Friday,1,S Maryland Pkwy,13.1,19.8,22.7,2.9
2026-05-08T14:38:12.979241,2026-05-08,14:38,Friday,2,Bermuda Rd,14.49,21.6,23.0,1.4
2026-05-08T14:38:12.979241,2026-05-08,14:38,Friday,3,S Eastern Ave,13.57,23.1,25.2,2.1
2026-05-08T14:43:13.492771,2026-05-08,14:43,Friday,1,S Maryland Pkwy,13.1,19.8,22.1,2.3
2026-05-08T14:43:13.492771,2026-05-08,14:43,Friday,2,Bermuda Rd,14.49,21.6,22.8,1.2
2026-05-08T14:43:13.492771,2026-05-08,14:43,Friday,3,S Eastern Ave,13.57,23.1,25.3,2.2
2026-05-08T14:48:14.092161,2026-05-08,14:48,Friday,1,S Maryland Pkwy,13.1,19.8,22.2,2.4
2026-05-08T14:48:14.092161,2026-05-08,14:48,Friday,2,Bermuda Rd,14.49,21.6,22.8,1.2
2026-05-08T14:48:14.092161,2026-05-08,14:48,Friday,3,S Eastern Ave,13.57,23.1,25.0,1.9
2026-05-08T14:53:14.665896,2026-05-08,14:53,Friday,1,S Maryland Pkwy,13.1,19.8,22.1,2.2
2026-05-08T14:53:14.665896,2026-05-08,14:53,Friday,2,Bermuda Rd,14.49,21.6,22.9,1.3
2026-05-08T14:53:14.665896,2026-05-08,14:53,Friday,3,S Eastern Ave,13.57,23.1,25.3,2.2
2026-05-08T14:58:15.342472,2026-05-08,14:58,Friday,1,S Maryland Pkwy,13.1,19.8,22.2,2.4
2026-05-08T14:58:15.342472,2026-05-08,14:58,Friday,2,Bermuda Rd,14.49,21.6,22.8,1.2
2026-05-08T14:58:15.342472,2026-05-08,14:58,Friday,3,S Eastern Ave,13.57,23.1,25.0,1.9
2026-05-08T15:03:15.912750,2026-05-08,15:03,Friday,1,S Maryland Pkwy,13.1,19.8,22.6,2.8
2026-05-08T15:03:15.912750,2026-05-08,15:03,Friday,2,Bermuda Rd,14.49,21.6,23.2,1.6
2026-05-08T15:03:15.912750,2026-05-08,15:03,Friday,3,S Eastern Ave,13.57,23.1,24.8,1.7
2026-05-08T15:08:16.554854,2026-05-08,15:08,Friday,1,S Maryland Pkwy,13.1,19.8,23.0,3.2
2026-05-08T15:08:16.554854,2026-05-08,15:08,Friday,2,Bermuda Rd,14.49,21.6,23.1,1.5
2026-05-08T15:08:16.554854,2026-05-08,15:08,Friday,3,S Eastern Ave,13.57,23.1,25.1,2.0
2026-05-08T15:13:17.018160,2026-05-08,15:13,Friday,1,Bermuda Rd,14.49,21.6,23.2,1.6
2026-05-08T15:13:17.018160,2026-05-08,15:13,Friday,2,S Maryland Pkwy,13.1,19.8,23.4,3.6
2026-05-08T15:13:17.018160,2026-05-08,15:13,Friday,3,S Eastern Ave,13.57,23.1,25.0,1.9
2026-05-08T15:18:17.572727,2026-05-08,15:18,Friday,1,Bermuda Rd,14.49,21.6,23.2,1.6
2026-05-08T15:18:17.572727,2026-05-08,15:18,Friday,2,S Maryland Pkwy,13.1,19.8,23.4,3.5
2026-05-08T15:18:17.572727,2026-05-08,15:18,Friday,3,S Eastern Ave,13.57,23.1,24.9,1.8
2026-05-08T15:23:18.154377,2026-05-08,15:23,Friday,1,Bermuda Rd,14.49,21.6,22.9,1.3
2026-05-08T15:23:18.154377,2026-05-08,15:23,Friday,2,S Spencer St,12.65,19.8,23.3,3.5
2026-05-08T15:23:18.154377,2026-05-08,15:23,Friday,3,S Eastern Ave,13.57,23.1,25.1,2.0
2026-05-08T15:28:18.737024,2026-05-08,15:28,Friday,1,Bermuda Rd,14.49,21.6,22.8,1.2
2026-05-08T15:28:18.737024,2026-05-08,15:28,Friday,2,S Maryland Pkwy,13.1,19.8,22.9,3.1
2026-05-08T15:28:18.737024,2026-05-08,15:28,Friday,3,S Eastern Ave,13.57,23.1,25.1,2.1
2026-05-11T07:04:35.388089,2026-05-11,07:04,Monday,1,S Maryland Pkwy,13.1,19.8,19.6,-0.2
2026-05-11T07:04:35.388089,2026-05-11,07:04,Monday,2,S Spencer St,12.65,19.8,19.8,0.0
2026-05-11T07:04:35.388089,2026-05-11,07:04,Monday,3,S Eastern Ave,13.07,23.2,20.9,-2.4
2026-05-11T07:09:35.989109,2026-05-11,07:09,Monday,1,S Spencer St,12.65,19.8,19.6,-0.2
2026-05-11T07:09:35.989109,2026-05-11,07:09,Monday,2,S Eastern Ave,13.07,23.2,20.9,-2.4
2026-05-11T07:09:35.989109,2026-05-11,07:09,Monday,3,I-15 S,27.18,24.6,25.9,1.3
2026-05-11T07:14:36.481532,2026-05-11,07:14,Monday,1,S Spencer St,12.65,19.8,19.7,-0.1
2026-05-11T07:14:36.481532,2026-05-11,07:14,Monday,2,S Eastern Ave,13.07,23.2,21.0,-2.3
2026-05-11T07:14:36.481532,2026-05-11,07:14,Monday,3,I-15 S,27.18,24.6,25.6,0.9
2026-05-11T07:19:37.020433,2026-05-11,07:19,Monday,1,S Maryland Pkwy,13.1,19.8,19.8,-0.0
2026-05-11T07:19:37.020433,2026-05-11,07:19,Monday,2,S Spencer St,12.65,19.8,20.1,0.2
2026-05-11T07:19:37.020433,2026-05-11,07:19,Monday,3,S Eastern Ave,13.07,23.2,21.4,-1.8
2026-05-11T07:24:37.583097,2026-05-11,07:24,Monday,1,S Spencer St,12.65,19.8,19.4,-0.4
2026-05-11T07:24:37.583097,2026-05-11,07:24,Monday,2,S Maryland Pkwy,13.1,19.8,19.4,-0.5
2026-05-11T07:24:37.583097,2026-05-11,07:24,Monday,3,S Eastern Ave,13.07,23.2,21.5,-1.7
2026-05-11T07:29:38.136324,2026-05-11,07:29,Monday,1,S Spencer St,12.65,19.8,19.8,-0.0
2026-05-11T07:29:38.136324,2026-05-11,07:29,Monday,2,S Eastern Ave,13.07,23.2,21.6,-1.6
2026-05-11T07:29:38.136324,2026-05-11,07:29,Monday,3,I-15 S,27.18,24.6,25.8,1.2
2026-05-11T07:34:38.582314,2026-05-11,07:34,Monday,1,S Spencer St,12.65,19.8,19.7,-0.1
2026-05-11T07:34:38.582314,2026-05-11,07:34,Monday,2,S Maryland Pkwy,13.1,19.8,19.8,-0.1
2026-05-11T07:34:38.582314,2026-05-11,07:34,Monday,3,S Eastern Ave,13.07,23.2,21.8,-1.4
2026-05-11T07:39:39.189957,2026-05-11,07:39,Monday,1,S Spencer St,12.65,19.8,19.6,-0.2
2026-05-11T07:39:39.189957,2026-05-11,07:39,Monday,2,S Maryland Pkwy,13.1,19.8,19.6,-0.3
2026-05-11T07:39:39.189957,2026-05-11,07:39,Monday,3,S Eastern Ave,13.07,23.2,22.1,-1.2
2026-05-11T07:44:39.680694,2026-05-11,07:44,Monday,1,S Spencer St,12.65,19.8,19.5,-0.3
2026-05-11T07:44:39.680694,2026-05-11,07:44,Monday,2,S Maryland Pkwy,13.1,19.8,19.6,-0.2
2026-05-11T07:44:39.680694,2026-05-11,07:44,Monday,3,S Eastern Ave,13.07,23.2,22.5,-0.7
2026-05-11T07:49:40.222593,2026-05-11,07:49,Monday,1,S Spencer St,12.65,19.8,19.8,-0.1
2026-05-11T07:49:40.222593,2026-05-11,07:49,Monday,2,S Maryland Pkwy,13.1,19.8,19.9,0.1
2026-05-11T07:49:40.222593,2026-05-11,07:49,Monday,3,S Eastern Ave,13.07,23.2,22.8,-0.4
2026-05-11T07:54:40.799477,2026-05-11,07:54,Monday,1,S Spencer St,12.65,19.8,19.5,-0.3
2026-05-11T07:54:40.799477,2026-05-11,07:54,Monday,2,S Maryland Pkwy,13.1,19.8,19.8,-0.1
2026-05-11T07:54:40.799477,2026-05-11,07:54,Monday,3,S Eastern Ave,13.56,23.0,22.4,-0.6
2026-05-11T07:59:41.327019,2026-05-11,07:59,Monday,1,S Spencer St,12.65,19.8,19.4,-0.4
2026-05-11T07:59:41.327019,2026-05-11,07:59,Monday,2,S Maryland Pkwy,13.1,19.8,19.6,-0.2
2026-05-11T07:59:41.327019,2026-05-11,07:59,Monday,3,S Eastern Ave,13.56,23.0,22.0,-1.0
2026-05-11T08:04:41.810278,2026-05-11,08:04,Monday,1,S Spencer St,12.65,19.8,19.4,-0.5
2026-05-11T08:04:41.810278,2026-05-11,08:04,Monday,2,S Maryland Pkwy,13.1,19.8,19.7,-0.1
2026-05-11T08:04:41.810278,2026-05-11,08:04,Monday,3,S Eastern Ave,13.56,23.0,22.0,-0.9
2026-05-11T08:09:42.386013,2026-05-11,08:09,Monday,1,S Spencer St,12.65,19.8,19.7,-0.1
2026-05-11T08:09:42.386013,2026-05-11,08:09,Monday,2,S Maryland Pkwy,13.1,19.8,20.0,0.1
2026-05-11T08:09:42.386013,2026-05-11,08:09,Monday,3,S Eastern Ave,13.56,23.0,22.2,-0.8
2026-05-11T08:14:42.863179,2026-05-11,08:14,Monday,1,S Spencer St,12.65,19.8,19.7,-0.1
2026-05-11T08:14:42.863179,2026-05-11,08:14,Monday,2,S Maryland Pkwy,13.1,19.8,20.1,0.2
2026-05-11T08:14:42.863179,2026-05-11,08:14,Monday,3,S Eastern Ave,13.56,23.0,22.1,-0.8
2026-05-11T08:19:43.384724,2026-05-11,08:19,Monday,1,S Spencer St,12.65,19.8,19.7,-0.1
2026-05-11T08:19:43.384724,2026-05-11,08:19,Monday,2,S Eastern Ave,13.56,23.0,22.1,-0.8
2026-05-11T08:19:43.384724,2026-05-11,08:19,Monday,3,I-15 S,27.18,24.6,25.8,1.2
2026-05-11T08:24:43.962743,2026-05-11,08:24,Monday,1,S Spencer St,12.65,19.8,19.6,-0.2
2026-05-11T08:24:43.962743,2026-05-11,08:24,Monday,2,S Maryland Pkwy,13.1,19.8,19.9,0.1
